Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,frequency_score,repeat_buyer_flag,subscription_flag,satisfaction_flag,promo_dependency_score,discount_sensitivity_segment,avg_spend_per_visit,spending_velocity_score,customer_lifetime_value_score,customer_lifetime_value_proxy,value_tier,value_tier_numeric,normalized_frequency_score,customer_engagement_score,low_frequency_risk,retention_risk_score,loyalty_score_v1,normalized_clv,loyalty_score_v2,normalized_spending_velocity,normalized_avg_spend,normalized_retention_risk
460,63,male,hat,accessories,30,maryland,l,black,winter,3.8,yes,standard,yes,yes,27,paypal,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.0714285714285714,150,4200,4200,medium,2,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.11733696114275997,0.36096989718427974,0.19117647058823528,0.013832244816473206,0.7000000000000001
461,64,male,shoes,footwear,65,south carolina,l,teal,summer,3.8,yes,store pickup,yes,yes,27,bank transfer,weekly,7,1,1,0,1.0,highly promo sensitive,2.3214285714285716,455,12740,12740,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.3593798713261344,0.5737241314347352,0.6397058823529411,0.039286427288024416,0.6000000000000002
462,18,male,boots,footwear,93,ohio,m,yellow,winter,3.9,yes,express,yes,yes,20,venmo,weekly,7,1,1,0,1.0,highly promo sensitive,4.428571428571429,651,13671,13671,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.3857665164526826,0.6406065160525565,0.9279411764705883,0.08219490631149644,0.6000000000000002
463,59,male,jacket,outerwear,81,illinois,m,white,fall,3.3,yes,express,yes,yes,48,venmo,every 3 months,2,1,1,0,1.0,highly promo sensitive,1.653061224489796,162,7938,7938,high,3,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.22328033330499109,0.3440794892057665,0.2088235294117647,0.025676231762419482,0.8500000000000002
464,37,male,jewelry,accessories,81,georgia,s,orange,summer,2.7,yes,standard,yes,yes,29,venmo,weekly,7,1,1,0,1.0,highly promo sensitive,2.7,567,17010,17010,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.48040132641782163,0.649022817187414,0.8044117647058824,0.04699540826512278,0.6000000000000002
465,23,male,sunglasses,accessories,52,alabama,m,silver,winter,4.7,yes,next day air,yes,yes,45,paypal,monthly,4,1,1,1,1.0,highly promo sensitive,1.1304347826086956,208,9568,9568,premium,4,0.5,0.8250000000000001,0.5,0.55,0.58125,0.2694782189723096,0.4821114942873672,0.27647058823529413,0.015033808709540217,0.5500000000000002
466,54,male,skirt,clothing,88,oklahoma,m,pink,summer,2.8,yes,next day air,yes,yes,25,cash,quarterly,3,1,1,0,1.0,highly promo sensitive,3.3846153846153846,264,6864,6864,high,3,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.1928407448346229,0.3825922999078043,0.3588235294117647,0.060936468203387745,0.8000000000000002
467,38,male,jeans,clothing,24,vermont,l,turquoise,winter,4.6,yes,free shipping,yes,yes,25,paypal,weekly,7,1,1,1,1.0,highly promo sensitive,0.9230769230769231,168,4368,4368,high,3,1.0,0.9999999999999999,0.0,0.4,0.75,0.12209846101521979,0.4762638731200327,0.21764705882352942,0.010811308874794602,0.4000000000000001
468,19,male,backpack,accessories,51,nebraska,s,orange,spring,4.5,yes,2-day shipping,yes,yes,37,debit card,every 3 months,2,1,1,1,1.0,highly promo sensitive,1.3421052631578947,102,3876,3876,medium,2,0.16666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.10815406853158745,0.35613823771154585,0.12058823529411765,0.019344127938132415,0.6500000000000001
469,34,male,backpack,accessories,38,georgia,s,peach,fall,5.0,yes,free shipping,yes,yes,16,cash,quarterly,3,1,1,1,1.0,highly promo sensitive,2.235294117647059,114,1938,1938,medium,2,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.0532267664314259,0.35960976040786174,0.13823529411764707,0.0375324416051108,0.6000000000000002
470,21,male,shorts,clothing,46,alabama,l,pink,fall,4.1,yes,2-day shipping,yes,yes,30,debit card,bi-weekly,6,1,1,1,1.0,highly promo sensitive,1.4838709677419355,276,8556,8556,high,3,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.24079585069296827,0.530405998722931,0.3764705882352941,0.02223095202828457,0.45000000000000007
471,50,male,dress,clothing,63,minnesota,l,teal,summer,4.6,yes,express,yes,yes,6,cash,every 3 months,2,0,1,1,1.0,highly promo sensitive,9.0,126,882,882,low,1,0.16666666666666666,0.5583333333333333,0.8333333333333334,0.75,0.33125,0.023297338661678428,0.2884972057864894,0.15588235294117647,0.17528448792174087,0.7500000000000001
472,55,male,scarf,accessories,72,missouri,xl,white,winter,4.9,yes,2-day shipping,yes,yes,36,bank transfer,quarterly,3,1,1,1,1.0,highly promo sensitive,1.945945945945946,216,7992,7992,high,3,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.22481081540685316,0.44966417754926125,0.28823529411764703,0.031640344676878915,0.6000000000000002
473,20,male,jeans,clothing,39,georgia,l,gray,winter,3.9,yes,free shipping,yes,yes,3,bank transfer,quarterly,3,0,1,0,1.0,highly promo sensitive,9.75,117,468,468,low,1,0.3333333333333333,0.41666666666666663,0.6666666666666667,0.9,0.1875,0.011563642547402431,0.23091001998963004,0.1426470588235294,0.19055699740467158,0.9000000000000001
474,34,male,coat,outerwear,42,west virginia,l,olive,spring,3.9,yes,store pickup,yes,yes,29,paypal,every 3 months,2,1,1,0,1.0,highly promo sensitive,1.4,84,2520,2520,medium,2,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.06972196241816173,0.2673928829247879,0.09411764705882353,0.02052305849470952,0.8500000000000002
475,62,male,sweater,clothing,76,arkansas,xl,maroon,summer,2.6,yes,2-day shipping,yes,yes,15,cash,quarterly,3,1,1,0,1.0,highly promo sensitive,4.75,228,3648,3648,medium,2,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.10169203299039198,0.34010201546820584,0.3058823529411765,0.08874026751846675,0.8000000000000002
476,21,male,sneakers,footwear,66,ohio,l,magenta,summer,2.7,yes,free shipping,yes,yes,18,debit card,annually,1,1,1,0,1.0,highly promo sensitive,3.473684210526316,66,1254,1254,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.03384065980783947,0.2303736426974497,0.06764705882352941,0.06275020752119868,0.9
477,21,male,scarf,accessories,90,connecticut,m,magenta,spring,3.5,yes,free shipping,yes,yes,2,debit card,fortnightly,5,0,1,0,1.0,highly promo sensitive,30.0,450,1350,1350,low,1,0.6666666666666666,0.5333333333333333,0.33333333333333337,0.7999999999999999,0.3,0.03656151687781651,0.37593378580919656,0.6323529411764706,0.6029147534438012,0.8
478,42,male,sweater,clothing,56,north dakota,m,green,summer,3.7,yes,free shipping,yes,yes,49,debit card,weekly,7,1,1,0,1.0,highly promo sensitive,1.12,392,19600,19600,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.5538077827849106,0.623244488680601,0.5470588235294118,0.014821321621082056,0.6000000000000002
479,35,male,jewelry,accessories,43,kansas,xl,turquoise,winter,3.2,yes,free shipping,yes,yes,48,venmo,annually,1,1,1,0,1.0,highly promo sensitive,0.8775510204081632,43,2107,2107,medium,2,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.05801660856503132,0.2320705188801139,0.033823529411764704,0.009884249167824447,0.9
480,39,male,handbag,accessories,84,iowa,l,yellow,winter,3.3,yes,store pickup,yes,yes,43,venmo,monthly,4,1,1,0,1.0,highly promo sensitive,1.9090909090909092,336,14784,14784,premium,4,0.5,0.625,0.5,0.75,0.38125,0.41731145310772894,0.5015001850582933,0.4647058823529412,0.030889852810395836,0.7500000000000001
481,68,male,hoodie,clothing,88,vermont,m,gray,summer,4.8,yes,standard,yes,yes,30,debit card,bi-weekly,6,1,1,1,1.0,highly promo sensitive,2.838709677419355,528,16368,16368,premium,4,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.4622055947623501,0.6820170562060383,0.7470588235294118,0.049820001416804593,0.45000000000000007
482,46,male,hat,accessories,88,wisconsin,l,peach,fall,3.2,yes,2-day shipping,yes,yes,10,paypal,fortnightly,5,1,1,0,1.0,highly promo sensitive,8.0,440,4840,4840,high,3,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.13547600827594025,0.4526126813279516,0.6176470588235294,0.15492114194449988,0.7000000000000001
483,41,male,belt,accessories,42,connecticut,m,yellow,winter,2.5,yes,2-day shipping,yes,yes,11,venmo,annually,1,1,1,0,1.0,highly promo sensitive,3.5,42,504,504,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.012583963948643823,0.21587497561731944,0.03235294117647059,0.06328608504691555,0.9
484,23,male,hoodie,clothing,73,oklahoma,m,white,fall,3.9,yes,store pickup,yes,yes,12,debit card,weekly,7,1,1,0,1.0,highly promo sensitive,5.615384615384615,511,6643,6643,high,3,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.1865771051214466,0.5297137514983886,0.7220588235294118,0.10636239384492527,0.6000000000000002
485,68,male,hat,accessories,73,missouri,l,lavender,summer,4.7,yes,free shipping,yes,yes,28,bank transfer,quarterly,3,1,1,1,1.0,highly promo sensitive,2.5172413793103448,219,6351,6351,high,3,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.1783011648669331,0.4342681528014658,0.2926470588235294,0.04327383124169598,0.6000000000000002
486,48,male,shoes,footwear,44,tennessee,s,blue,spring,2.6,yes,next day air,yes,yes,36,debit card,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.1891891891891893,220,8140,8140,high,3,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.2290054700564011,0.4206421105981718,0.29411764705882354,0.016230245018426293,0.7000000000000001
487,38,male,sandals,footwear,63,new mexico,m,charcoal,fall,2.8,yes,store pickup,yes,yes,37,venmo,every 3 months,2,1,1,0,1.0,highly promo sensitive,1.6578947368421053,126,4788,4788,high,3,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.13400221069636936,0.30224391099863124,0.15588235294117647,0.025774658246734826,0.8500000000000002
488,41,male,jacket,outerwear,68,iowa,l,red,winter,4.4,yes,store pickup,yes,yes,22,credit card,quarterly,3,1,1,1,1.0,highly promo sensitive,2.9565217391304346,204,4692,4692,high,3,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.13128135362639232,0.4133994541613941,0.27058823529411763,0.05221904918971937,0.6000000000000002
489,58,male,sweater,clothing,29,maine,l,olive,spring,4.6,yes,standard,yes,yes,32,venmo,weekly,7,1,1,1,1.0,highly promo sensitive,0.8787878787878788,203,6699,6699,high,3,1.0,0.9999999999999999,0.0,0.4,0.75,0.18816427174559985,0.5096810245227246,0.2691176470588235,0.009909435742935443,0.4000000000000001
490,49,male,socks,clothing,85,south dakota,m,green,summer,3.2,yes,standard,yes,yes,40,paypal,annually,1,1,1,0,1.0,highly promo sensitive,2.073170731707317,85,3485,3485,medium,2,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.09707224442366012,0.25809293260710453,0.09558823529411764,0.03423106700621808,0.9
491,57,male,sneakers,footwear,42,colorado,m,silver,winter,4.2,yes,2-day shipping,yes,yes,47,cash,monthly,4,1,1,1,1.0,highly promo sensitive,0.875,168,8064,8064,high,3,0.5,0.8250000000000001,0.5,0.55,0.58125,0.22685145820933594,0.4554274221379735,0.21764705882352942,0.009832301856658015,0.5500000000000002
492,49,male,coat,outerwear,69,vermont,m,silver,summer,3.8,yes,2-day shipping,yes,yes,24,credit card,bi-weekly,6,1,1,0,1.0,highly promo sensitive,2.76,414,10350,10350,premium,4,0.8333333333333334,0.7416666666666667,0.16666666666666663,0.65,0.49375,0.29164186718816426,0.5187903397903673,0.5794117647058824,0.04821720902375723,0.6500000000000001
493,50,male,shirt,clothing,62,michigan,m,black,fall,3.9,yes,standard,yes,yes,11,debit card,weekly,7,1,1,0,1.0,highly promo sensitive,5.166666666666667,434,5208,5208,high,3,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.1459059603775189,0.49283179201448446,0.6088235294117647,0.09722499500898382,0.6000000000000002
494,28,male,backpack,accessories,48,nevada,xl,red,summer,4.7,yes,store pickup,yes,yes,19,cash,bi-weekly,6,1,1,1,1.0,highly promo sensitive,2.4,288,5760,5760,high,3,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.16155088852988692,0.5061996737305584,0.3941176470588235,0.04088640447195049,0.45000000000000007
495,38,male,boots,footwear,68,indiana,m,indigo,winter,4.5,yes,express,yes,yes,42,debit card,weekly,7,1,1,1,1.0,highly promo sensitive,1.5813953488372092,476,20468,20468,premium,4,1.0,0.9999999999999999,0.0,0.4,0.75,0.5784088654592864,0.7265607499695736,0.6705882352941176,0.02421687474174393,0.4000000000000001
496,33,male,handbag,accessories,36,michigan,xl,cyan,fall,3.3,yes,free shipping,yes,yes,6,debit card,fortnightly,5,0,1,0,1.0,highly promo sensitive,5.142857142857143,180,1260,1260,low,1,0.6666666666666666,0.5333333333333333,0.33333333333333337,0.7999999999999999,0.3,0.034010713374713036,0.295629239877228,0.23529411764705882,0.09674015343809714,0.8
497,30,male,dress,clothing,63,california,s,maroon,fall,3.3,yes,express,yes,yes,31,venmo,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.96875,315,10080,10080,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.28398945667885384,0.46782768238661854,0.4338235294117647,0.03210471151926532,0.7000000000000001
498,43,male,sneakers,footwear,39,oklahoma,s,silver,winter,4.6,yes,free shipping,yes,yes,31,cash,weekly,7,1,1,1,1.0,highly promo sensitive,1.21875,273,8736,8736,high,3,1.0,0.9999999999999999,0.0,0.4,0.75,0.24589745769917523,0.5504758749005936,0.3720588235294118,0.0168322020363346,0.4000000000000001
499,43,male,boots,footwear,78,iowa,m,lavender,spring,3.6,yes,free shipping,yes,yes,27,bank transfer,monthly,4,1,1,0,1.0,highly promo sensitive,2.7857142857142856,312,8736,8736,high,3,0.5,0.625,0.5,0.75,0.38125,0.24589745769917523,0.43444646313588775,0.4294117647058823,0.04874083792031486,0.7500000000000001
500,36,male,shoes,footwear,99,rhode island,l,silver,winter,4.8,yes,express,yes,yes,24,paypal,monthly,4,1,1,1,1.0,highly promo sensitive,3.96,396,9900,9900,premium,4,0.5,0.8250000000000001,0.5,0.55,0.58125,0.2788878496726469,0.5406989826795441,0.5529411764705883,0.07265322419644639,0.5500000000000002
501,36,male,t-shirt,clothing,31,washington,l,purple,fall,4.8,yes,next day air,yes,yes,35,venmo,every 3 months,2,1,1,1,1.0,highly promo sensitive,0.8611111111111112,62,2232,2232,medium,2,0.16666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.06155939120823059,0.3280653947660179,0.061764705882352944,0.009549477606974114,0.6500000000000001
502,64,male,boots,footwear,45,florida,m,cyan,spring,2.9,yes,next day air,yes,yes,21,venmo,annually,1,1,1,0,1.0,highly promo sensitive,2.0454545454545454,45,990,990,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.0263583028654026,0.22157834717936148,0.03676470588235294,0.03366667271638324,0.9
503,59,male,pants,clothing,30,south carolina,s,cyan,fall,2.8,yes,express,yes,yes,8,paypal,fortnightly,5,1,1,0,1.0,highly promo sensitive,3.3333333333333335,150,1350,1350,low,1,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.03656151687781651,0.3326984916915495,0.19117647058823528,0.059892194050708725,0.7000000000000001
504,55,male,shoes,footwear,24,west virginia,m,lavender,summer,3.2,yes,next day air,yes,yes,26,bank transfer,quarterly,3,1,1,0,1.0,highly promo sensitive,0.8888888888888888,72,1944,1944,medium,2,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.05339681999829946,0.27731633797979693,0.07647058823529412,0.010115126106341917,0.8000000000000002
505,42,male,shoes,footwear,22,missouri,m,maroon,winter,3.9,yes,free shipping,yes,yes,26,paypal,annually,1,1,1,0,1.0,highly promo sensitive,0.8148148148148148,22,594,594,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.0151347674517473,0.2108854039022292,0.0029411764705882353,0.00860673010802777,0.9
506,61,male,t-shirt,clothing,63,maine,l,gray,spring,4.3,yes,express,yes,yes,9,cash,bi-weekly,6,1,1,1,1.0,highly promo sensitive,6.3,378,3780,3780,medium,2,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.1054332114616104,0.5130290749919558,0.5264705882352941,0.12030345378319024,0.45000000000000007
507,28,male,scarf,accessories,40,georgia,m,olive,fall,2.7,yes,2-day shipping,yes,yes,48,debit card,annually,1,1,1,0,1.0,highly promo sensitive,0.8163265306122449,40,1960,1960,medium,2,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.053850296176628974,0.2297299566029966,0.029411764705882353,0.008637513699830101,0.9
508,65,male,shorts,clothing,20,maine,m,magenta,spring,5.0,yes,store pickup,yes,yes,33,debit card,fortnightly,5,1,1,1,1.0,highly promo sensitive,0.5882352941176471,100,3400,3400,medium,2,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.09466315222628462,0.40832818171057217,0.11764705882352941,0.003992812936713916,0.5000000000000001
509,27,male,jewelry,accessories,20,illinois,s,yellow,winter,3.7,yes,store pickup,yes,yes,31,paypal,quarterly,3,1,1,0,1.0,highly promo sensitive,0.625,60,1920,1920,medium,2,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.0527166057308052,0.2735488512214681,0.058823529411764705,0.004741465362347774,0.8000000000000002
510,41,male,t-shirt,clothing,80,delaware,l,cyan,summer,3.9,yes,free shipping,yes,yes,17,debit card,weekly,7,1,1,0,1.0,highly promo sensitive,4.444444444444445,560,10080,10080,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.28398945667885384,0.5782198392493635,0.7941176470588235,0.08251813402542091,0.6000000000000002
511,21,male,shirt,clothing,87,west virginia,m,teal,fall,3.9,yes,2-day shipping,yes,yes,22,venmo,annually,1,1,1,0,1.0,highly promo sensitive,3.782608695652174,87,2001,2001,medium,2,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.05501232888359833,0.24396019746220057,0.09852941176470588,0.06904094369265756,0.9
512,61,male,shirt,clothing,46,hawaii,l,yellow,fall,3.1,yes,free shipping,yes,yes,8,paypal,annually,1,1,1,0,1.0,highly promo sensitive,5.111111111111111,46,414,414,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.010033160445540345,0.21615866497946853,0.03823529411764706,0.0960936980102482,0.9
513,19,male,gloves,accessories,49,new york,l,peach,winter,3.8,yes,next day air,yes,yes,2,bank transfer,monthly,4,0,1,0,1.0,highly promo sensitive,16.333333333333332,196,588,588,low,1,0.5,0.475,0.5,0.85,0.24375,0.014964713884873736,0.2745023557420587,0.25882352941176473,0.32461569175484123,0.8500000000000001
514,22,male,scarf,accessories,65,new mexico,m,peach,fall,3.6,yes,store pickup,yes,yes,45,venmo,annually,1,1,1,0,1.0,highly promo sensitive,1.4130434782608696,65,2990,2990,medium,2,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.08304282515659099,0.2473002829224539,0.0661764705882353,0.020788667355282234,0.9
515,64,male,skirt,clothing,62,indiana,s,olive,winter,4.3,yes,standard,yes,yes,47,paypal,quarterly,3,1,1,1,1.0,highly promo sensitive,1.2916666666666667,186,8928,8928,premium,4,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.25133917183912935,0.4501255728887933,0.24411764705882352,0.018317029347175086,0.6000000000000002
516,28,male,hat,accessories,67,kentucky,l,charcoal,spring,4.5,yes,next day air,yes,yes,7,cash,monthly,4,1,1,1,1.0,highly promo sensitive,8.375,268,2144,2144,medium,2,0.5,0.8250000000000001,0.5,0.55,0.58125,0.0590652722274183,0.42611402175018465,0.36470588235294116,0.16255739668596525,0.5500000000000002
